obsID,species,class,order,year,month,day,dcmlLng,dcmlLtt,indvdlC,bssOfRc,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres,firemonth
140708,Agelaius tricolor,Aves,Passeriformes,2014,1,2,-120.62203,37.167942,NA,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
140815,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,12,20,-120.620056,37.18212,NA,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
140837,Buteo swainsoni,Aves,Accipitriformes,2014,4,26,-118.3243,34.68911,2,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,5,22018,6
141029,Agelaius tricolor,Aves,Passeriformes,2017,4,9,-121.370255,37.589752,3,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5,68965,10
141069,Gymnogyps californianus,Aves,Accipitriformes,2020,7,30,-119.36593,34.898216,2,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5,10475,4
141089,Agelaius tricolor,Aves,Passeriformes,2016,4,24,-121.06447,37.02791,14,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5,4436,NA
141089,Agelaius tricolor,Aves,Passeriformes,2016,4,24,-121.06447,37.02791,14,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5,11639,5
141089,Agelaius tricolor,Aves,Passeriformes,2016,4,24,-121.06447,37.02791,14,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5,5692,7
141089,Agelaius tricolor,Aves,Passeriformes,2016,4,24,-121.06447,37.02791,14,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5,4760,7
141191,Agelaius tricolor,Aves,Passeriformes,1988,6,21,-118.89642,34.99247,NA,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,5,15118,6
141222,Gymnogyps californianus,Aves,Accipitriformes,2016,12,30,-119.36593,34.898216,9,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5,10475,4
141248,Melanerpes uropygialis,Aves,Piciformes,2020,2,19,-114.61939,32.7284,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
141305,Colaptes chrysoides,Aves,Piciformes,2001,8,13,-115.62517,35.187767,NA,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,5,40530,9
141335,Agelaius tricolor,Aves,Passeriformes,2019,11,8,-120.62203,37.167942,45,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
141472,Buteo swainsoni,Aves,Accipitriformes,2016,4,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5,4436,NA
141472,Buteo swainsoni,Aves,Accipitriformes,2016,4,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5,11639,5
141472,Buteo swainsoni,Aves,Accipitriformes,2016,4,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5,5692,7
141472,Buteo swainsoni,Aves,Accipitriformes,2016,4,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5,4760,7
141485,Agelaius tricolor,Aves,Passeriformes,2010,2,18,-120.89854,36.630684,400,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
141489,Buteo swainsoni,Aves,Accipitriformes,2020,9,22,-119.37666,34.90416,1,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5,10475,4
141490,Agelaius tricolor,Aves,Passeriformes,2010,6,27,-121.370255,37.589752,3,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5,68965,10
141492,Melanerpes uropygialis,Aves,Piciformes,2016,1,2,-114.61296,32.72587,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
141533,Melanerpes uropygialis,Aves,Piciformes,2006,1,7,-114.44064,32.861385,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5,13635,NA
141553,Buteo swainsoni,Aves,Accipitriformes,2018,4,19,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
141557,Buteo swainsoni,Aves,Accipitriformes,2020,3,9,-116.3668,33.29732,4,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5,16210,7
141633,Buteo swainsoni,Aves,Accipitriformes,2007,3,25,-116.365654,33.297318,262,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5,16210,7
141739,Buteo swainsoni,Aves,Accipitriformes,2018,3,13,-116.36644,33.288586,165,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5,16210,7
141750,Melanerpes uropygialis,Aves,Piciformes,2017,9,6,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
141754,Buteo swainsoni,Aves,Accipitriformes,2015,4,6,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5,4436,NA
141754,Buteo swainsoni,Aves,Accipitriformes,2015,4,6,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5,11639,5
141754,Buteo swainsoni,Aves,Accipitriformes,2015,4,6,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5,5692,7
141754,Buteo swainsoni,Aves,Accipitriformes,2015,4,6,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5,4760,7
141814,Agelaius tricolor,Aves,Passeriformes,2007,3,30,-120.07754,35.3672,3,HUMAN_OBSERVATION,BECK,2000,396.3609,926,5,11668,NA
141825,Empidonax traillii,Aves,Passeriformes,2019,5,24,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5,4436,NA
141825,Empidonax traillii,Aves,Passeriformes,2019,5,24,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5,11639,5
141825,Empidonax traillii,Aves,Passeriformes,2019,5,24,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5,5692,7
141825,Empidonax traillii,Aves,Passeriformes,2019,5,24,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5,4760,7
141921,Buteo swainsoni,Aves,Accipitriformes,2014,10,5,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
141955,Melanerpes uropygialis,Aves,Piciformes,2020,2,14,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
142039,Melanerpes uropygialis,Aves,Piciformes,2016,1,5,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
142109,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,1,11,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
142172,Agelaius tricolor,Aves,Passeriformes,2017,3,9,-120.00697,35.31997,45,HUMAN_OBSERVATION,BECK,2000,396.3609,926,5,11668,NA
142172,Agelaius tricolor,Aves,Passeriformes,2017,3,9,-120.00697,35.31997,45,HUMAN_OBSERVATION,SODA,2011,1533.496,974,5,16752,9
142182,Empidonax traillii,Aves,Passeriformes,2013,6,1,-119.50511,35.00453,1,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,5,18451,6
142243,Buteo swainsoni,Aves,Accipitriformes,2016,3,27,-116.365654,33.297318,10,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5,16210,7
142267,Melanerpes uropygialis,Aves,Piciformes,2019,1,9,-114.613625,32.727512,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
142285,Empidonax traillii,Aves,Passeriformes,1984,8,25,-116.65592,33.98877,2,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,5,9889,6
142383,Melanerpes uropygialis,Aves,Piciformes,2020,4,18,-114.56045,34.78898,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5,16707,4
142390,Melanerpes uropygialis,Aves,Piciformes,2016,1,26,-114.61296,32.72587,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
142439,Buteo swainsoni,Aves,Accipitriformes,2008,4,29,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5,4436,NA
142439,Buteo swainsoni,Aves,Accipitriformes,2008,4,29,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5,11639,5
142439,Buteo swainsoni,Aves,Accipitriformes,2008,4,29,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5,5692,7
142439,Buteo swainsoni,Aves,Accipitriformes,2008,4,29,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5,4760,7
142446,Agelaius tricolor,Aves,Passeriformes,2010,9,7,-120.62203,37.167942,41,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
142449,Agelaius tricolor,Aves,Passeriformes,2017,2,18,-120.89854,36.630684,6,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
142547,Buteo swainsoni,Aves,Accipitriformes,2018,6,12,-120.62203,37.167942,9,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
142617,Melanerpes uropygialis,Aves,Piciformes,2016,3,25,-114.6066,32.720795,5,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
142634,Agelaius tricolor,Aves,Passeriformes,2010,2,27,-120.82458,36.572525,30,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,5,15789,5
142720,Colaptes chrysoides,Aves,Piciformes,2020,6,6,-115.62517,35.187767,5,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,5,40530,9
142737,Empidonax traillii,Aves,Passeriformes,2015,5,7,-116.19454,35.800976,1,HUMAN_OBSERVATION,TECOPA,2010,105.7345,291,5,11370,8
142790,Buteo swainsoni,Aves,Accipitriformes,2016,3,20,-116.365654,33.297318,11,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5,16210,7
142944,Agelaius tricolor,Aves,Passeriformes,2015,4,28,-119.55631,34.90029,50,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5,10399,NA
143037,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,11,16,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
143050,Gymnogyps californianus,Aves,Accipitriformes,2020,3,7,-119.37666,34.90416,3,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5,10475,4
143054,Melanerpes uropygialis,Aves,Piciformes,2014,4,13,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
143059,Buteo swainsoni,Aves,Accipitriformes,2013,5,23,-121.06447,37.02791,2,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5,4436,NA
143059,Buteo swainsoni,Aves,Accipitriformes,2013,5,23,-121.06447,37.02791,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5,11639,5
143059,Buteo swainsoni,Aves,Accipitriformes,2013,5,23,-121.06447,37.02791,2,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5,5692,7
143059,Buteo swainsoni,Aves,Accipitriformes,2013,5,23,-121.06447,37.02791,2,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5,4760,7
143107,Agelaius tricolor,Aves,Passeriformes,2011,4,30,-119.553474,34.898018,61,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5,10399,NA
143125,Buteo swainsoni,Aves,Accipitriformes,2016,4,8,-120.62203,37.167942,4,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
143296,Agelaius tricolor,Aves,Passeriformes,2017,2,19,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
143372,Melanerpes uropygialis,Aves,Piciformes,2016,1,13,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
143404,Agelaius tricolor,Aves,Passeriformes,2014,11,3,-119.55631,34.90029,NA,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,5,10399,NA
143485,Melanerpes uropygialis,Aves,Piciformes,2017,1,6,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
143494,Empidonax traillii,Aves,Passeriformes,2015,6,4,-114.6066,32.720795,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
143575,Buteo swainsoni,Aves,Accipitriformes,2019,3,23,-120.6168,37.168167,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
143586,Buteo swainsoni,Aves,Accipitriformes,2014,5,17,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5,4436,NA
143586,Buteo swainsoni,Aves,Accipitriformes,2014,5,17,-121.06447,37.02791,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5,11639,5
143586,Buteo swainsoni,Aves,Accipitriformes,2014,5,17,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5,5692,7
143586,Buteo swainsoni,Aves,Accipitriformes,2014,5,17,-121.06447,37.02791,1,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5,4760,7
143589,Buteo swainsoni,Aves,Accipitriformes,2019,2,25,-116.365654,33.297318,2,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5,16210,7
143603,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,1,16,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
143651,Agelaius tricolor,Aves,Passeriformes,2020,2,15,-120.62203,37.167942,30,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
143700,Agelaius tricolor,Aves,Passeriformes,2013,11,16,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
143803,Melanerpes uropygialis,Aves,Piciformes,2016,1,11,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
143877,Melanerpes uropygialis,Aves,Piciformes,2020,2,15,-114.61822,32.727783,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
143927,Melanerpes uropygialis,Aves,Piciformes,2020,3,16,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
143952,Melanerpes uropygialis,Aves,Piciformes,2018,12,25,-114.61296,32.72587,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
144038,Agelaius tricolor,Aves,Passeriformes,2020,1,20,-120.62203,37.167942,5,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
144046,Agelaius tricolor,Aves,Passeriformes,2017,5,13,-121.21103,37.48008,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5,68965,10
144083,Agelaius tricolor,Aves,Passeriformes,2019,3,25,-119.73505,35.09055,2,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5,15530,5
144237,Empidonax traillii,Aves,Passeriformes,2019,10,3,-118.05599,36.562325,1,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5,14127,2
144279,Buteo swainsoni,Aves,Accipitriformes,2019,3,30,-116.3668,33.29732,371,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5,16210,7
144390,Agelaius tricolor,Aves,Passeriformes,2020,2,1,-120.89854,36.630684,50,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
144474,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,11,20,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
144514,Buteo swainsoni,Aves,Accipitriformes,2015,6,30,-120.97381,37.056866,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5,11639,5
144522,Agelaius tricolor,Aves,Passeriformes,2011,2,13,-119.81054,35.155758,10,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5,15530,5
144574,Melanerpes uropygialis,Aves,Piciformes,2015,5,14,-114.49237,32.84977,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5,13635,NA
144792,Empidonax traillii,Aves,Passeriformes,2020,5,15,-116.65592,33.98877,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,5,9889,6
144893,Melanerpes uropygialis,Aves,Piciformes,2019,7,24,-114.53083,34.79575,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5,16707,4
144954,Agelaius tricolor,Aves,Passeriformes,1982,2,13,-120.89854,36.630684,2,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
145031,Agelaius tricolor,Aves,Passeriformes,2015,4,27,-120.62203,37.167942,100,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
145035,Melanerpes uropygialis,Aves,Piciformes,2014,7,28,-114.61296,32.72587,NA,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
145091,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,12,31,-120.35078,35.877472,1,HUMAN_OBSERVATION,GARZA,2017,48886.66,1045,5,36191,7
145099,Melanerpes uropygialis,Aves,Piciformes,2018,9,22,-114.683945,32.69997,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,5,14318,8
145128,Empidonax traillii,Aves,Passeriformes,2014,5,10,-116.6617,33.980335,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,5,9889,6
145130,Buteo swainsoni,Aves,Accipitriformes,2016,7,16,-121.21103,37.48008,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5,68965,10
145187,Melanerpes uropygialis,Aves,Piciformes,1984,12,3,-114.44939,32.858753,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,5,13635,NA
145235,Haliaeetus leucocephalus,Aves,Accipitriformes,2014,1,5,-120.34502,35.789974,1,HUMAN_OBSERVATION,TURKEY,2012,2530.048,975,5,15112,7
145254,Empidonax traillii,Aves,Passeriformes,2019,9,22,-117.91143,34.50152,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5,35447,9
145276,Agelaius tricolor,Aves,Passeriformes,2019,2,9,-120.89854,36.630684,100,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
145323,Agelaius tricolor,Aves,Passeriformes,2013,12,23,-120.89854,36.630684,8,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
145480,Buteo swainsoni,Aves,Accipitriformes,2016,3,12,-118.5287,34.703743,15,HUMAN_OBSERVATION,LAKE,2020,30999.2885572,1108,5,8776,9
145557,Agelaius tricolor,Aves,Passeriformes,2010,2,13,-120.89854,36.630684,50,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
145646,Melanerpes uropygialis,Aves,Piciformes,2011,3,26,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
145677,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,4,13,-118.05599,36.562325,1,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5,14127,2
145703,Agelaius tricolor,Aves,Passeriformes,2015,2,25,-120.62203,37.167942,250,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
145722,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,2,19,-120.62001,37.182293,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
145725,Melanerpes uropygialis,Aves,Piciformes,2016,12,14,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
145728,Agelaius tricolor,Aves,Passeriformes,2016,12,25,-120.34609,35.870937,6,HUMAN_OBSERVATION,GARZA,2017,48886.66,1045,5,36191,7
145742,Melanerpes uropygialis,Aves,Piciformes,2017,7,26,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
145817,Agelaius tricolor,Aves,Passeriformes,1995,4,9,-119.73505,35.09055,NA,HUMAN_OBSERVATION,WASH,2010,947.4305,1087,5,15530,5
145893,Melanerpes uropygialis,Aves,Piciformes,2017,12,31,-114.6066,32.720795,3,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
145912,Agelaius tricolor,Aves,Passeriformes,2017,2,12,-120.89854,36.630684,150,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
145940,Buteo swainsoni,Aves,Accipitriformes,2018,3,10,-120.61955,37.184353,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
146004,Melanerpes uropygialis,Aves,Piciformes,2015,4,22,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
146038,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,2,6,-120.62203,37.167942,NA,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
146102,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,15,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
146207,Melanerpes uropygialis,Aves,Piciformes,2016,2,10,-114.61296,32.72587,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
146224,Melanerpes uropygialis,Aves,Piciformes,2015,12,31,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
146293,Melanerpes uropygialis,Aves,Piciformes,2017,3,10,-114.6066,32.720795,NA,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
146322,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,11,22,-120.62203,37.167942,2,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
146324,Buteo swainsoni,Aves,Accipitriformes,2015,4,28,-121.21103,37.48008,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,5,68965,10
146344,Melanerpes uropygialis,Aves,Piciformes,2019,12,15,-114.613815,32.731136,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
146356,Melanerpes uropygialis,Aves,Piciformes,2016,12,17,-114.5474,32.802593,14,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
146519,Agelaius tricolor,Aves,Passeriformes,2013,2,2,-120.89854,36.630684,400,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
146565,Melanerpes uropygialis,Aves,Piciformes,2020,1,8,-114.61296,32.72587,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
146573,Gymnogyps californianus,Aves,Accipitriformes,2020,7,31,-119.36593,34.898216,5,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,5,10475,4
146716,Riparia riparia,Aves,Passeriformes,2013,5,10,-115.847496,33.444992,2,HUMAN_OBSERVATION,DOS PALMAS,2008,456.4143,283,5,16175,4
146722,Agelaius tricolor,Aves,Passeriformes,2019,2,9,-120.89854,36.630684,100,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
146739,Melanerpes uropygialis,Aves,Piciformes,1994,11,11,-114.62929,32.73545,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
146748,Empidonax traillii,Aves,Passeriformes,2019,8,12,-117.91143,34.50152,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5,35447,9
146800,Buteo swainsoni,Aves,Accipitriformes,2019,5,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5,4436,NA
146800,Buteo swainsoni,Aves,Accipitriformes,2019,5,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5,11639,5
146800,Buteo swainsoni,Aves,Accipitriformes,2019,5,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5,5692,7
146800,Buteo swainsoni,Aves,Accipitriformes,2019,5,8,-121.06447,37.02791,3,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5,4760,7
146820,Buteo swainsoni,Aves,Accipitriformes,2018,5,31,-120.62001,37.182293,9,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
146835,Buteo swainsoni,Aves,Accipitriformes,2017,4,17,-117.91143,34.50152,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,5,35447,9
146854,Melanerpes uropygialis,Aves,Piciformes,2015,5,11,-114.58763,32.80651,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
146858,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,2,17,-120.61961,37.182377,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
147019,Empidonax traillii,Aves,Passeriformes,2017,9,10,-121.06447,37.02791,2,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5,4436,NA
147019,Empidonax traillii,Aves,Passeriformes,2017,9,10,-121.06447,37.02791,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,5,11639,5
147019,Empidonax traillii,Aves,Passeriformes,2017,9,10,-121.06447,37.02791,2,HUMAN_OBSERVATION,ROMERO,2008,766.0438,938,5,5692,7
147019,Empidonax traillii,Aves,Passeriformes,2017,9,10,-121.06447,37.02791,2,HUMAN_OBSERVATION,ROMERO,2011,451.0401,971,5,4760,7
147047,Agelaius tricolor,Aves,Passeriformes,2017,2,21,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
147064,Agelaius tricolor,Aves,Passeriformes,2020,3,17,-120.62001,37.182293,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
147133,Buteo swainsoni,Aves,Accipitriformes,2017,3,29,-116.365654,33.297318,160,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,5,16210,7
147141,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,15,-120.62001,37.182293,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
147375,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,1,10,-114.5613,34.782036,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,5,16707,4
147404,Melanerpes uropygialis,Aves,Piciformes,2018,5,16,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
147471,Buteo swainsoni,Aves,Accipitriformes,2011,4,2,-118.05599,36.562325,1,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5,14127,2
147492,Agelaius tricolor,Aves,Passeriformes,2017,2,4,-120.89854,36.630684,700,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,5,20951,6
147575,Buteo swainsoni,Aves,Accipitriformes,2015,4,27,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
147598,Empidonax traillii,Aves,Passeriformes,2019,7,3,-114.6066,32.720795,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,5,18081,5
147652,Empidonax traillii,Aves,Passeriformes,2007,9,23,-118.05599,36.562325,2,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,5,14127,2
147676,Agelaius tricolor,Aves,Passeriformes,2020,12,25,-120.62203,37.167942,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,5,13684,7
147712,Empidonax traillii,Aves,Passeriformes,2018,10,2,-121.06447,37.02791,1,HUMAN_OBSERVATION,SAN LUIS,2005,332.2597,727,5,4436,NA
